PREDICATION_ID,SENTENCE_ID,PMID,PREDICATE,SUBJECT_CUI,SUBJECT_NAME,SUBJECT_SEMTYPE,SUBJECT_NOVELTY,OBJECT_CUI,OBJECT_NAME,OBJECT_SEMTYPE,OBJECT_NOVELTY
325,878,14457926,AFFECTS,C0028040,Nicotine,hops,1,C0007634,Cells,cell,1
326,946,15394665,TREATS,C0038425,Streptomycin,antb,1,C0041327,"Tuberculosis, Pulmonary",dsyn,1
327,913,16016715,ISA,C0015272,Exhibits,mnob,1,C0520510,Materials,sbst,1
328,989,5988838,ASSOCIATED_WITH,C0032821,Potassium,bacs,1,C0018801,Heart failure,dsyn,1
329,888,13930378,LOCATION_OF,C0018563,Hand,bpoc,1,C1609508,Ligamentitis,dsyn,1
330,895,4966828,NEG_INHIBITS,C0024337,Lysine,aapp,1,C0023689,Ligase,aapp,1
331,980,13789584,DIAGNOSES,C0019635,Histocytochemistry,lbpr,1,C0033860,Psoriasis,dsyn,1
332,932,13297204,PART_OF,C0014876,Esophagus,bpoc,1,C0020114,Human,humn,1
333,944,14150912,PROCESS_OF,C0002895,Sickle Cell Anemia,dsyn,1,C0008059,Child,humn,1
334,947,5659344,LOCATION_OF,C0034693,Rattus norvegicus,mamm,1,C0003695,Arachidonic Acid,eico,1
335,1017,12332147,METHOD_OF,C0007471,Cauterization - action,topp,1,C0015787,Female Sterilization,topp,1
336,921,16691651,PART_OF,C0010031,Cornea,bpoc,1,C1278891,Entire iris,bpoc,1
337,1030,16691888,PART_OF,C1261473,sarcoma,neop,1,C1278891,Entire iris,bpoc,1
338,944,14150912,PROCESS_OF,C0002895,Sickle Cell Anemia,dsyn,1,C0238598,Young adult,humn,1
339,980,13789584,TREATS,C0040864,Triamcinolone,phsu,1,C0033860,Psoriasis,dsyn,1
340,910,12312852,COEXISTS_WITH,C0012203,Diethylstilbestrol,hops,1,C0028908,Oils,lipd,1
341,932,13297204,LOCATION_OF,C0014876,Esophagus,bpoc,1,C0450432,Venous anastomosis,bsoj,1
342,1042,13100904,USES,C0008327,Cholecystography,diap,1,C0795742,Telepaque,irda,1
343,1009,5876097,CAUSES,C0441693,Hypothalamic stimulation,diap,1,C0748430,RIGHT VENTRICULAR HYPERTENSION,dsyn,1
344,1020,14782738,TREATS,C1441129,Radioactive Iodine,hops,1,C0020550,Hyperthyroidism,dsyn,1
345,856,5698836,ADMINISTERED_TO,C0040078,Thymidine Kinase,enzy,1,C0680022,member,humn,1
346,921,16691651,PART_OF,C1304649,Tissue fiber,tisu,1,C1278891,Entire iris,bpoc,1
347,986,20285250,LOCATION_OF,C0022417,Joints,bsoj,1,C0041296,Tuberculosis,dsyn,1
348,991,13347203,CAUSES,C0600062,Largactil,orch,1,C0022346,Icterus,patf,1
349,970,13997703,LOCATION_OF,C0023884,Liver,bpoc,1,C0017911,Glycogen,bacs,1
350,992,14847745,PART_OF,C0006826,Malignant Neoplasms,neop,0,C0227389,Descending colon,bpoc,1
351,1024,13372584,USES,C0087111,Therapeutic procedure,topp,0,C0030054,Oxygen,phsu,1
352,887,13502776,PART_OF,C0007634,Cells,cell,1,C0025914,House mice,mamm,1
353,976,14880779,LOCATION_OF,C0030471,Sinus,bsoj,1,C0029443,Osteomyelitis,dsyn,1
354,1031,14439961,PROCESS_OF,C0001811,Aging,orgf,1,C0870668,Hospitalized Patients,humn,1
355,1012,13551184,PART_OF,C0023267,Fibroid Tumor,neop,1,C1280340,Entire transverse mesocolon,bpoc,1
356,1056,5255106,PART_OF,C0029463,osteosarcoma,neop,1,C0009780,Connective Tissue,tisu,1
357,1009,5876097,PROCESS_OF,C0748430,RIGHT VENTRICULAR HYPERTENSION,dsyn,1,C0007450,Felis catus,mamm,1
358,856,5698836,PART_OF,C0008643,"Chromosomes, Human",celc,1,C0025914,House mice,mamm,1
359,986,20285250,ISA,C0041296,Tuberculosis,dsyn,1,C0012634,Disease,dsyn,0
360,970,13997703,LOCATION_OF,C0023884,Liver,bpoc,1,C0023779,Lipids,lipd,1
361,1024,13372584,COEXISTS_WITH,C0028682,Care given by nurses,hlca,1,C0087111,Therapeutic procedure,topp,0
362,976,14880779,LOCATION_OF,C0037303,Bone structure of cranium,bpoc,1,C0029443,Osteomyelitis,dsyn,1
363,986,20285250,LOCATION_OF,C0262950,Skeletal bone,bpoc,1,C0041296,Tuberculosis,dsyn,1
364,928,11526826,AFFECTS,C0023882,Little's Disease,dsyn,1,C0025251,Membrane Potentials,celf,1
365,1043,13292666,ISA,C0026584,Culicidae,invt,1,C0322918,Anopheles quadrimaculatus,invt,1
366,1033,5933797,PART_OF,C0006826,Malignant Neoplasms,neop,0,C0003461,Anus,bpoc,1
367,1047,13384315,AFFECTS,C0013819,Electroencephalography,diap,1,C0004936,Mental disorders,mobd,0
368,1041,13638653,PROCESS_OF,C0039614,Tetanus,dsyn,1,C0443307,Plant spore,plnt,1
369,986,20285250,LOCATION_OF,C0022417,Joints,bsoj,1,C0012634,Disease,dsyn,0
370,1106,13100905,PART_OF,C0001430,adenoma,neop,1,C0032005,Pituitary Gland,bpoc,1
371,1070,13209181,LOCATION_OF,C0003483,Aorta,bpoc,1,C0332886,Coarctation,anab,1
372,1051,14771462,PROCESS_OF,C0041227,Trypanosomiasis,dsyn,1,C0020114,Human,humn,1
373,1032,14327664,PART_OF,C0023607,Luteinizing Hormone,aapp,1,C0007452,Cattle,mamm,1
374,1043,13292666,ISA,C0322918,Anopheles quadrimaculatus,invt,1,C0026584,Culicidae,invt,1
375,1077,15394666,OCCURS_IN,C0011053,Deafness,dsyn,1,C0027362,Human Age Group,aggp,0
376,1033,5933797,PART_OF,C0006826,Malignant Neoplasms,neop,0,C0009368,Colon,bpoc,1
377,1063,13670511,LOCATION_OF,C1278997,Entire scalp,bpoc,1,C0263442,Acne conglobata,dsyn,1
378,973,12255649,PART_OF,C0014180,Endometrium,bpoc,1,C0020114,Human,humn,1
379,1015,4176301,LOCATION_OF,C0229671,Serum,bdsu,1,C0021027,Immunoglobulins,aapp,1
380,986,20285250,LOCATION_OF,C0262950,Skeletal bone,bpoc,1,C0012634,Disease,dsyn,0
381,1070,13209181,LOCATION_OF,C0003483,Aorta,bpoc,1,C0497428,Question of pregnancy,fndg,1
382,1072,14457928,TREATS,C0001617,Adrenal Cortex Hormones,horm,1,C0543974,Mucocutaneous ocular syndrome,dsyn,1
383,1083,14770453,PROCESS_OF,C0003873,Rheumatoid Arthritis,dsyn,1,C0008059,Child,humn,1
384,1033,5933797,PART_OF,C0006826,Malignant Neoplasms,neop,0,C0034896,Rectum,bpoc,1
385,1015,4176301,DIAGNOSES,C0231790,Thompson's test,diap,1,C0005830,Blood Protein Disorders,dsyn,1
386,1083,14770453,PROCESS_OF,C0242154,Poisoning by vitamin D,inpo,1,C0008059,Child,humn,1
387,1102,13789585,LOCATION_OF,C0521421,Entire ear,bpoc,1,C0039082,Syndrome,dsyn,0
388,1147,10976199,PROCESS_OF,C0232976,Spermiogenesis,celf,1,C0524678,Lumbricus terrestris,invt,1
389,1079,5988839,ASSOCIATED_WITH,C0014653,Equilibrium,orgf,1,C0018801,Heart failure,dsyn,1
390,1095,5776114,ISA,C0012203,Diethylstilbestrol,hops,1,C0087111,Therapeutic procedure,topp,0
391,1097,13974559,LOCATION_OF,C0728985,Cervical spine,bpoc,1,C0221198,Lesion,fndg,1
392,1109,13685020,PROCESS_OF,C0042963,Vomiting,sosy,1,C0021270,Infant,humn,1
393,1086,5659345,PROCESS_OF,C0221102,Excretory function,phsf,1,C0034693,Rattus norvegicus,mamm,1
394,1104,12305404,ASSOCIATED_WITH,C0033308,Progesterone,horm,1,C0877373,Advanced cancer,neop,1
395,1117,16691889,LOCATION_OF,C0230057,Orbital margin,bsoj,1,C0029463,osteosarcoma,neop,1
396,1132,14847746,LOCATION_OF,C0022646,Kidney,bpoc,1,C0221198,Lesion,fndg,1
397,1130,13551185,LOCATION_OF,C0014876,Esophagus,bpoc,1,C0243066,Atresia,cgab,1
398,1078,12307964,LOCATION_OF,C0024400,Macaca mulatta,mamm,1,C0014939,Estrogens,strd,1
399,1189,13670512,LOCATION_OF,C1278891,Entire iris,bpoc,1,C0009363,Coloboma,cgab,1
400,1105,14386677,USES,C0021493,"Injections, Intraperitoneal",topp,1,C0030842,Penicillins,antb,1
401,1061,5858957,PART_OF,C1517186,Filament,celc,1,C0002028,Algae,alga,1
402,1095,5776114,TREATS,C0012203,Diethylstilbestrol,hops,1,C0014175,"Endometriosis, site unspecified",dsyn,1
403,1198,14877290,TREATS,C0010137,Cortisone,horm,1,C0011606,"Dermatitis, Exfoliative",dsyn,1
404,1193,15394667,USES,C0087111,Therapeutic procedure,topp,0,C0012799,Mercurial diuretic,phsu,1
405,1113,13466835,PROCESS_OF,C0002875,Cooley's anemia,dsyn,1,C0008059,Child,humn,1
406,1104,12305404,ASSOCIATED_WITH,C0167626,estradiol 3-benzoate,horm,1,C0877373,Advanced cancer,neop,1
407,1205,14880781,LOCATION_OF,C0016734,frontal sinus,bsoj,1,C0206640,"Fibroma, Ossifying",neop,1
408,1165,4869506,LOCATION_OF,C0445623,Microorganism,orgm,0,C0142281,Siderophores,orch,1
409,1208,14770454,LOCATION_OF,C0030274,Pancreas,bpoc,1,C0221198,Lesion,fndg,1
410,1195,13209182,COEXISTS_WITH,C0017086,Gangrene,dsyn,1,C0023434,Chronic Lymphocytic Leukemia,neop,1
411,1152,13737748,PROCESS_OF,C0022680,Polycystic Kidney Diseases,dsyn,1,C0030705,Patients,humn,0
412,1155,14087170,PART_OF,C0021853,Intestines,bpoc,1,C0005682,Bladder,bpoc,1
413,1190,12233291,TREATS,C0857127,Induction,topp,1,C0001675,Adult,aggp,1
414,1211,13789586,LOCATION_OF,C0521421,Entire ear,bpoc,1,C0175677,Injury,inpo,1
415,1105,14386677,TREATS,C0030842,Penicillins,antb,1,C0031154,Peritonitis,dsyn,1
416,1095,5776114,USES,C0087111,Therapeutic procedure,topp,0,C0012203,Diethylstilbestrol,phsu,1
417,1113,13466835,LOCATION_OF,C0008059,Child,humn,1,C0003242,"Antibodies, Anti-Idiotypic",aapp,1
418,1150,13347205,TREATS,C0001712,Aerosols,chvs,1,C0041327,"Tuberculosis, Pulmonary",dsyn,1
419,1219,14055638,PART_OF,C0001418,Adenocarcinoma,neop,1,C0009368,Colon,bpoc,1
420,1211,13789586,PROCESS_OF,C0175677,Injury,inpo,1,C0403082,Diver,humn,1
421,1085,14185253,COEXISTS_WITH,C0016412,Folic Acid Deficiency,dsyn,1,C0238644,anemia; profound,dsyn,1
422,1155,14087170,PROCESS_OF,C0020564,Hypertrophy,patf,1,C0008059,Child,humn,1
423,1202,5933798,PART_OF,C0007097,Carcinoma,neop,1,C0021851,Large Intestine,bpoc,1
424,1170,16691653,USES,C0005971,Bone plates,medd,1,C0017596,Glass,mnob,1
425,1292,14934100,PROCESS_OF,C0162429,Malnutrition,dsyn,1,C0008059,Child,humn,1
426,1197,14782740,NEG_ADMINISTERED_TO,C0087111,Therapeutic procedure,topp,0,C0030705,Patients,humn,0
427,1279,13502777,LOCATION_OF,C0002084,Structure of allantois,emst,1,C0086943,Rous sarcoma virus,virs,1
428,1185,5914350,CAUSES,C0038379,Strabismus,dsyn,1,C0012569,Diplopia,dsyn,1
429,1290,15394668,LOCATION_OF,C0021852,"Intestines, Small",bpoc,1,C0243066,Atresia,cgab,1
430,1209,12332461,ASSOCIATED_WITH,C0065879,Megestrol Acetate,horm,1,C0017411,"Genital Diseases, Female",dsyn,1
431,1287,14877291,USES,C0087111,Therapeutic procedure,topp,0,C0262967,Dihydrostreptomycin,antb,1
432,1294,14770455,PART_OF,C1261473,sarcoma,neop,1,C0023884,Liver,bpoc,1
433,1224,12334391,METHOD_OF,C1441717,RAPID TEST,lbpr,1,C1511790,Detection,topp,1
434,1301,12259097,PART_OF,C0027651,Neoplasm,neop,1,C0032005,Pituitary Gland,bpoc,1
435,1221,12312852,ISA,C0014939,Estrogens,horm,1,C0087111,Therapeutic procedure,topp,0
436,1313,13551187,LOCATION_OF,C0037993,Spleen,bpoc,1,C0013502,Echinococcosis,dsyn,1
437,1279,13502777,PART_OF,C0002084,Structure of allantois,emst,1,C0008046,Chick Embryo,emst,1
438,1185,5914350,PROCESS_OF,C0012569,Diplopia,dsyn,1,C0001675,Adult,humn,1
439,1270,5659346,INTERACTS_WITH,C0038187,Starvation,sosy,1,C0486616,Composition,clna,1
440,1245,13974560,ASSOCIATED_WITH,C0005802,Blood Glucose,carb,1,C0394017,Alcoholic coma,patf,1
441,1273,13638655,ASSOCIATED_WITH,C0085732,Ability,orga,1,C0022658,Kidney Diseases,dsyn,1
442,1185,5914350,PROCESS_OF,C0012569,Diplopia,dsyn,1,C0205653,Adolescent,humn,1
443,1301,12259097,CAUSES,C0720298,Estrogenic,horm,1,C0027651,Neoplasm,neop,1
444,1221,12312852,USES,C0087111,Therapeutic procedure,topp,0,C0014939,Estrogens,phsu,1
445,1253,16691890,PART_OF,C0006826,Malignant Neoplasms,neop,0,C0008520,Choroid,bpoc,1
446,1320,13347206,CAUSES,C0221386,Idiopathic hilar fibrosis,dsyn,1,C0039082,Syndrome,dsyn,0
447,1221,12312852,PROCESS_OF,C0042138,Uterine Neoplasms,neop,1,C0026809,Mus,mamm,1
448,1355,14185255,ISA,C0998427,Tribolium castaneum,invt,1,C0021585,Insecta,invt,1
449,1235,5988840,ASSOCIATED_WITH,C0037494,Sodium Chloride,bacs,1,C0018801,Heart failure,dsyn,1
450,1253,16691890,ISA,C0006826,Malignant Neoplasms,neop,0,C0027651,Neoplasm,neop,1
451,1315,13789588,AFFECTS,C0017725,Glucose,bacs,1,C1158840,acetate metabolism,moft,1
452,1282,13997705,ASSOCIATED_WITH,C0023823,Low-Density Lipoproteins,aapp,1,C0004153,Atherosclerosis,dsyn,1
453,1234,10976199,COEXISTS_WITH,C0029385,Osmium Tetroxide,hops,1,C0052301,araldite,orch,1
454,1321,5274921,LOCATION_OF,C0026367,Molar tooth,bpoc,1,C0549099,Perforation (observation),fndg,1
455,1271,13670513,ADMINISTERED_TO,C0162476,Anatoxins,imft,1,C0019944,Equus caballus,mamm,1
456,1253,16691890,PART_OF,C0027651,Neoplasm,neop,1,C0008520,Choroid,bpoc,1
457,1282,13997705,PROCESS_OF,C0004153,Atherosclerosis,dsyn,1,C0034493,Oryctolagus cuniculus,mamm,1
458,1236,4381579,LOCATION_OF,C0005767,Blood,tisu,1,C0019588,Histamine,orch,1
459,1282,13997705,LOCATION_OF,C0229671,Serum,bdsu,1,C0023823,Low-Density Lipoproteins,aapp,1
460,1317,13605273,PROCESS_OF,C0282607,Neoplasms in Vascular Tissue,neop,1,C0001675,Adult,humn,1
461,1297,6029546,TREATS,C0038627,Succinylcholine,phsu,1,C0034493,Oryctolagus cuniculus,mamm,1
462,1239,4966828,INTERACTS_WITH,C0020366,Hydroxylysine,aapp,1,C0024337,Lysine,aapp,1
463,1347,13582811,METHOD_OF,C0199960,Transfusion - action,topp,1,C0199176,Prophylactic treatment,topp,1
464,1441,13100911,PART_OF,C0027809,Neurilemmoma,neop,1,C0038351,Stomach,bpoc,1
465,1377,5867990,LOCATION_OF,C0016504,Pes,bpoc,1,C0009081,Congenital clubfoot,cgab,1
466,1381,13738561,CAUSES,C0018035,"Gold, radioactive",elii,1,C0009566,Complication,patf,0
467,1367,14055639,LOCATION_OF,C0020026,"Hospitals, State",hcro,1,C0936012,Analysis,resa,1
468,1428,5233223,LOCATION_OF,C1281562,Entire tooth,bpoc,1,C1289791,Plastic implant,medd,1
469,1347,13582811,PROCESS_OF,C0272138,Erythroblastosis,dsyn,1,C0034493,Oryctolagus cuniculus,mamm,1
470,1353,14934101,ASSOCIATED_WITH,C0027996,Nicotinic Acid,vita,1,C0011991,Diarrhea,sosy,1
471,1406,13551188,LOCATION_OF,C0042425,Ampulla of Vater,bpoc,1,C0016542,Foreign Bodies,inpo,1
472,1331,4171713,INTERACTS_WITH,C0005097,Benzpyrene,hops,1,C0020242,Hydrocarbons,orch,1
473,1353,14934101,ASSOCIATED_WITH,C0027996,Nicotinic Acid,vita,1,C0027932,Neurotic Disorders,mobd,1
474,1415,14880784,LOCATION_OF,C0005767,Blood,tisu,1,C0012634,Disease,dsyn,0
475,1354,13464039,PROCESS_OF,C0241863,Diabetic,fndg,1,C0008059,Child,humn,1
476,1427,12334491,PART_OF,C0027651,Neoplasm,neop,1,C0006141,Breast,bpoc,1
477,1306,4162996,PROCESS_OF,C0003873,Rheumatoid Arthritis,dsyn,1,C0030705,Patients,humn,0
478,1407,14877292,LOCATION_OF,C0229671,Serum,bdsu,1,C0023820,Lipoproteins,aapp,1
479,1306,4162996,PART_OF,C0229671,Serum,bdsu,1,C0030705,Patients,humn,0
480,1412,13867934,PART_OF,C0023884,Liver,bpoc,1,C0025914,House mice,mamm,1
481,1354,13464039,PART_OF,C0030274,Pancreas,bpoc,1,C0008059,Child,humn,1
482,1449,14770457,LOCATION_OF,C0036098,Salivary Glands,bpoc,1,C0275518,Acute infectious disease,dsyn,1
483,1407,14877292,ASSOCIATED_WITH,C0023820,Lipoproteins,aapp,1,C0302314,Xanthoma,dsyn,1
484,1434,12312852,PROCESS_OF,C0027651,Neoplasm,neop,1,C0026809,Mus,mamm,1
485,1460,5776116,TREATS,C1511790,Detection,topp,1,C0152021,Congenital heart disease,dsyn,1
486,1306,4162996,PART_OF,C0229671,Serum,bdsu,1,C0030705,Patients,humn,0
487,1496,16691890,PART_OF,C1261473,sarcoma,neop,1,C0008520,Choroid,bpoc,1
488,1394,12983065,LOCATION_OF,C0022122,Bone structure of ischium,bpoc,1,C1265664,Traumatic dislocation,inpo,1
489,1397,5729812,TREATS,C0000163,17-Hydroxycorticosteroids,horm,1,C0034493,Oryctolagus cuniculus,mamm,1
490,1306,4162996,LOCATION_OF,C0229671,Serum,bdsu,1,C0003242,"Antibodies, Anti-Idiotypic",aapp,1
491,1460,5776116,PROCESS_OF,C0152021,Congenital heart disease,dsyn,1,C0008059,Child,humn,1
492,1394,12983065,COEXISTS_WITH,C1265664,Traumatic dislocation,inpo,1,C0016658,Fracture,inpo,1
493,1361,5339667,PART_OF,C0027651,Neoplasm,neop,1,C0015392,Eye,bpoc,1
494,1511,14880785,PART_OF,C0086692,Benign Neoplasm,neop,0,C0014876,Esophagus,bpoc,1
495,1402,13070180,METHOD_OF,C0260132,Flame photometry,lbpr,1,C0574032,Infusion procedures,topp,1
496,1306,4162996,LOCATION_OF,C0229671,Serum,bdsu,1,C0003242,"Antibodies, Anti-Idiotypic",aapp,1
497,1531,14847750,LOCATION_OF,C0009368,Colon,bpoc,1,C0012817,diverticulum,anab,1
498,1394,12983065,LOCATION_OF,C0015811,Femur,bpoc,1,C0018670,Head,blor,1
499,1472,5876098,LOCATION_OF,C0005767,Blood,tisu,1,C0019134,Heparin,carb,1
500,1460,5776116,TREATS,C1511790,Detection,topp,1,C0008059,Child,aggp,1
501,1361,5339667,PART_OF,C0034625,Radium,elii,1,C0015392,Eye,bpoc,1
502,1310,13384317,USES,C0087111,Therapeutic procedure,topp,0,C0008286,Chlorpromazine,phsu,1
503,1535,16691656,CAUSES,C0029385,Osmium Tetroxide,hops,1,C0002418,Amblyopia,dsyn,1
504,1443,14268259,ISA,C1074887,Bufo stomaticus,amph,1,C0002668,Amphibia,amph,1
505,1478,13974562,TREATS,C0041031,Trimeprazine,phsu,1,C0001957,Alcohol Withdrawal Delirium,dsyn,1
506,1474,13997707,CAUSES,C0004611,Bacteria,bact,1,C0032285,Pneumonia,dsyn,1
507,1419,4298172,LOCATION_OF,C0032105,Plasma,bdsu,1,C0003017,Angiotensinogen,aapp,1
508,1491,13100912,PART_OF,C0006104,Brain,bpoc,1,C0020114,Human,humn,1
509,1486,14386679,LOCATION_OF,C0230195,Linea alba,blor,1,C0019270,Hernia,anab,1
510,1394,12983065,LOCATION_OF,C0018670,Head,blor,1,C0016658,Fracture,inpo,1
511,1310,13384317,TREATS,C0087111,Therapeutic procedure,topp,0,C0013144,Drowsiness,sosy,1
512,1491,13100912,LOCATION_OF,C0006104,Brain,bpoc,1,C0458360,Motor area,blor,1
513,1475,20285299,PROCESS_OF,C0149781,Spontaneous pneumothorax NOS,dsyn,1,C0008059,Child,humn,1
514,1424,13638656,PROCESS_OF,C0022658,Kidney Diseases,dsyn,1,C0030705,Patients,humn,0
515,1491,13100912,LOCATION_OF,C0458360,Motor area,blor,1,C1280632,Entire trunk,bpoc,1
516,1310,13384317,compared_with,C0087111,Therapeutic procedure,topp,0,C0087111,Therapeutic procedure,topp,0
517,1534,13464040,PROCESS_OF,C0027059,Myocarditis,dsyn,1,C0023358,Leptospira,bact,1
518,1424,13638656,PROCESS_OF,C0232827,Urinary concentration,ortf,1,C0030705,Patients,humn,0
519,1541,14877293,COEXISTS_WITH,C0263367,Koebner phenomenon,dsyn,1,C0162849,Lichen Nitidus,dsyn,1
520,1451,10976199,AFFECTS,C0007708,Centrioles,celc,1,C0026559,Morphogenesis,orgf,1
521,1491,13100912,LOCATION_OF,C0458360,Motor area,blor,1,C1281592,Entire neck,bpoc,1
522,1601,16691892,LOCATION_OF,C0009758,conjunctiva,bpoc,1,C0041296,Tuberculosis,dsyn,1
523,1597,14934103,TREATS,C0038761,Sulfones,phsu,1,C0023343,Leprosy,dsyn,1
524,1451,10976199,AFFECTS,C0007708,Centrioles,celc,1,C0029237,Physiologic Organization,phsf,1
525,1468,14772458,LOCATION_OF,C0024109,Lung,bpoc,1,C0041321,"Tuberculosis, Miliary",dsyn,1
526,1501,14185257,PROCESS_OF,C0221102,Excretory function,phsf,1,C0034693,Rattus norvegicus,mamm,1
527,1545,13026597,LOCATION_OF,C0021853,Intestines,bpoc,1,C0012813,Diverticulitis,dsyn,0
528,1497,13738563,PART_OF,C0230240,Falciform ligament,bpoc,1,C0023884,Liver,bpoc,1
529,1468,14772458,PROCESS_OF,C0041321,"Tuberculosis, Miliary",dsyn,1,C0008059,Child,humn,1
530,1506,13582812,CAUSES,C0036751,Serotonin,nsba,1,C0004096,Asthma,dsyn,1
531,1545,13026597,LOCATION_OF,C0021853,Intestines,bpoc,1,C1510475,Diverticulosis,dsyn,1
532,1572,13297211,LOCATION_OF,C0013303,Duodenum,bpoc,1,C0035955,Traumatic Rupture,inpo,1
533,1553,5729813,ASSOCIATED_WITH,C0007412,Catecholamines,nsba,1,C1264527,Chronic poisoning,inpo,1
534,1573,14216916,COEXISTS_WITH,C0031577,Phonation,ortf,1,C0035203,Respiration,phsf,1
535,1590,13467017,PROCESS_OF,C0040921,Trichomonas Infections,dsyn,1,C0086582,Males,humn,1
536,1514,13737754,CAUSES,C0026927,Atypical Mycobacteria,bact,1,C0021311,Infection,dsyn,0
537,1552,5601121,TREATS,C0087111,Therapeutic procedure,topp,0,C0041327,"Tuberculosis, Pulmonary",dsyn,1
538,1574,13551190,TREATS,C0019144,Hepatectomy,topp,1,C0019204,Primary carcinoma of the liver cells,neop,1
539,1510,13930394,PART_OF,C0178784,Organ,bpoc,1,C0034493,Oryctolagus cuniculus,mamm,1
540,1553,5729813,PART_OF,C0007412,Catecholamines,nsba,1,C0027061,Myocardium,tisu,1
541,1586,14847751,PART_OF,C0006826,Malignant Neoplasms,neop,0,C0034896,Rectum,bpoc,1
542,1596,5659347,LOCATION_OF,C0030518,Parathyroid gland,bpoc,1,C1565489,Renal Insufficiency,dsyn,1
543,1604,13789593,COEXISTS_WITH,C0027051,Myocardial Infarction,dsyn,1,C0241863,Diabetic,fndg,1
544,1635,5867991,PART_OF,C0032043,Placenta,emst,1,C0020114,Human,humn,1
545,1669,13685032,PART_OF,C0007097,Carcinoma,neop,1,C0022646,Kidney,bpoc,1
546,1599,14268260,PART_OF,C0007765,Cerebellum,bpoc,1,C0034693,Rattus norvegicus,mamm,1
547,1542,12312852,PROCESS_OF,C0027651,Neoplasm,neop,1,C0026809,Mus,mamm,1
548,1599,14268260,PART_OF,C0027750,Myelinated nerve fiber,celc,1,C0007765,Cerebellum,bpoc,1
549,1621,6008280,USES,C1510438,Assay,lbpr,1,C0040160,Thyrotropin,aapp,1
550,1539,15394671,TREATS,C0005841,Blood Transfusion,topp,1,C0023418,leukemia,neop,1
551,1587,14880786,LOCATION_OF,C1116439,Posterior Fossa,bpoc,1,C0021311,Infection,dsyn,0
552,1542,12312852,ADMINISTERED_TO,C0014939,Estrogens,horm,1,C0026809,Mus,mamm,1
553,1526,12336540,METHOD_OF,C0441509,Coagulation procedure,topp,1,C0012002,Diathermy,topp,1
554,1571,14770459,LOCATION_OF,C0506546,Wall of esophagus,bpoc,1,C0010709,Cyst,anab,1
555,1587,14880786,LOCATION_OF,C1116439,Posterior Fossa,bpoc,1,C0270628,Cerebellar pyogenic abscess,acab,1
556,1583,4290383,LOCATION_OF,C0042216,Vaccinia virus,virs,1,C0022209,isoniazid,orch,1
557,1517,14782742,TREATS,C0030842,Penicillins,antb,1,C0014121,Bacterial Endocarditis,dsyn,1
558,1677,14934105,TREATS,C0591251,Chloromycetin,phsu,1,C0041466,Typhoid Fever,dsyn,1
559,1566,14806339,PROCESS_OF,C0039128,Syphilis,dsyn,1,C0699955,SUBCLASS SPIROCHETES,bact,1
560,1693,4286771,LOCATION_OF,C1269041,Entire abdominal wall,bpoc,1,C0009062,Clostridium Infections,dsyn,1
561,1592,13997710,LOCATION_OF,C0005767,Blood,tisu,1,C0014563,Epinephrine,orch,1
562,1380,5698836,PART_OF,C0678933,genetic locus,gngm,1,C0020114,Human,humn,1
563,1681,14457940,LOCATION_OF,C0262950,Skeletal bone,bpoc,1,C0034530,Radiation Injuries,inpo,1
564,1587,14880786,PART_OF,C1116439,Posterior Fossa,bpoc,1,C0037303,Bone structure of cranium,bpoc,1
565,1517,14782742,TREATS,C0728748,Aureomycin,antb,1,C0014121,Bacterial Endocarditis,dsyn,1
566,1566,14806339,LOCATION_OF,C0699955,SUBCLASS SPIROCHETES,bact,1,C0030842,Penicillins,orch,1
567,1592,13997710,LOCATION_OF,C0005767,Blood,tisu,1,C0019588,Histamine,orch,1
568,1582,14055641,TREATS,C0034618,Radiation therapy,topp,1,C0006826,Malignant Neoplasms,neop,0
569,1576,5955075,TREATS,C0441509,Coagulation procedure,topp,1,C0030705,Patients,podg,0
570,1777,14087175,PROCESS_OF,C1261562,Detrusor instability,patf,1,C0043210,Woman,humn,1
571,1665,14772459,INTERACTS_WITH,C0279516,Anti-Bacterial Agents,antb,1,C0038760,Sulfonamides,orch,1
572,1736,13467019,LOCATION_OF,C0005682,Bladder,bpoc,1,C0041296,Tuberculosis,dsyn,1
573,1724,14847753,LOCATION_OF,C0038351,Stomach,bpoc,1,C0012817,diverticulum,anab,1
574,1707,14420409,AFFECTS,C0055819,Citric Acid,bacs,1,C0015852,Fermentation,moft,1
575,1753,13026599,PROCESS_OF,C0016658,Fracture,inpo,1,C0008059,Child,humn,1
576,1654,16691893,PART_OF,C1184740,Tubercle,bpoc,1,C1278891,Entire iris,bpoc,1
577,1652,13372919,TREATS,C0013227,Pharmaceutical Preparations,phsu,0,C0277785,Functional disorder,patf,1
578,1698,5601122,LOCATION_OF,C1266909,Entire bony skeleton,bdsy,1,C0087111,Therapeutic procedure,topp,0
579,1784,5776118,DIAGNOSES,C0596473,Early Diagnosis,diap,1,C0018916,Hemangioma,neop,1
580,1723,13502781,PART_OF,C0596707,histocompatibility gene,gngm,1,C0025914,House mice,mamm,1
581,1747,16015914,LOCATION_OF,C0023625,"Libraries, Medical",hcro,1,C0043227,Work,ocac,1
582,1641,12305492,PART_OF,C0018061,Gonadotropins,aapp,1,C0032005,Pituitary Gland,bpoc,1
583,1756,5839808,LOCATION_OF,C0014876,Esophagus,bpoc,1,C0175677,Injury,inpo,1
